Chapter,sentence_range,Text
1,6480-6483,"In this Unit, we will study about the
organic compounds containing carbon-oxygen double
bond (>C=O) called carbonyl group, which is one of the
most important functional groups in organic chemistry In aldehydes, the carbonyl group is bonded to a
carbon and hydrogen while in the ketones, it is bonded
to two carbon atoms The carbonyl compounds in which
carbon of carbonyl group is bonded to carbon or
hydrogen and oxygen of hydroxyl moiety (-OH) are
known as carboxylic acids, while in compounds where
carbon is attached to carbon or hydrogen and nitrogen
of -NH2 moiety or to halogens are called amides and
acyl halides respectively Esters and anhydrides are
derivatives of carboxylic acids"
1,6481-6484,"In aldehydes, the carbonyl group is bonded to a
carbon and hydrogen while in the ketones, it is bonded
to two carbon atoms The carbonyl compounds in which
carbon of carbonyl group is bonded to carbon or
hydrogen and oxygen of hydroxyl moiety (-OH) are
known as carboxylic acids, while in compounds where
carbon is attached to carbon or hydrogen and nitrogen
of -NH2 moiety or to halogens are called amides and
acyl halides respectively Esters and anhydrides are
derivatives of carboxylic acids The general formulas of
these classes of compounds are given below:
Rationalised 2023-24
228
Chemistry
Aldehydes, ketones and carboxylic acids are widespread in plants
and animal kingdom"
1,6482-6485,"The carbonyl compounds in which
carbon of carbonyl group is bonded to carbon or
hydrogen and oxygen of hydroxyl moiety (-OH) are
known as carboxylic acids, while in compounds where
carbon is attached to carbon or hydrogen and nitrogen
of -NH2 moiety or to halogens are called amides and
acyl halides respectively Esters and anhydrides are
derivatives of carboxylic acids The general formulas of
these classes of compounds are given below:
Rationalised 2023-24
228
Chemistry
Aldehydes, ketones and carboxylic acids are widespread in plants
and animal kingdom They play an important role in biochemical
processes of life"
1,6483-6486,"Esters and anhydrides are
derivatives of carboxylic acids The general formulas of
these classes of compounds are given below:
Rationalised 2023-24
228
Chemistry
Aldehydes, ketones and carboxylic acids are widespread in plants
and animal kingdom They play an important role in biochemical
processes of life They add fragrance and flavour to nature, for example,
vanillin (from vanilla beans), salicylaldehyde (from meadow sweet) and
cinnamaldehyde (from cinnamon) have very pleasant fragrances"
1,6484-6487,"The general formulas of
these classes of compounds are given below:
Rationalised 2023-24
228
Chemistry
Aldehydes, ketones and carboxylic acids are widespread in plants
and animal kingdom They play an important role in biochemical
processes of life They add fragrance and flavour to nature, for example,
vanillin (from vanilla beans), salicylaldehyde (from meadow sweet) and
cinnamaldehyde (from cinnamon) have very pleasant fragrances 8"
1,6485-6488,"They play an important role in biochemical
processes of life They add fragrance and flavour to nature, for example,
vanillin (from vanilla beans), salicylaldehyde (from meadow sweet) and
cinnamaldehyde (from cinnamon) have very pleasant fragrances 8 1"
1,6486-6489,"They add fragrance and flavour to nature, for example,
vanillin (from vanilla beans), salicylaldehyde (from meadow sweet) and
cinnamaldehyde (from cinnamon) have very pleasant fragrances 8 1 1
Nomenclature
I"
1,6487-6490,"8 1 1
Nomenclature
I Aldehydes and ketones
Aldehydes and ketones are the simplest and most important carbonyl
compounds"
1,6488-6491,"1 1
Nomenclature
I Aldehydes and ketones
Aldehydes and ketones are the simplest and most important carbonyl
compounds There are two systems of nomenclature of aldehydes and ketones"
1,6489-6492,"1
Nomenclature
I Aldehydes and ketones
Aldehydes and ketones are the simplest and most important carbonyl
compounds There are two systems of nomenclature of aldehydes and ketones (a) Common names
Aldehydes and ketones are often called by their common names
instead of IUPAC names"
1,6490-6493,"Aldehydes and ketones
Aldehydes and ketones are the simplest and most important carbonyl
compounds There are two systems of nomenclature of aldehydes and ketones (a) Common names
Aldehydes and ketones are often called by their common names
instead of IUPAC names The common names of most aldehydes are
derived from the common names of the corresponding carboxylic
acids [Section 8"
1,6491-6494,"There are two systems of nomenclature of aldehydes and ketones (a) Common names
Aldehydes and ketones are often called by their common names
instead of IUPAC names The common names of most aldehydes are
derived from the common names of the corresponding carboxylic
acids [Section 8 6"
1,6492-6495,"(a) Common names
Aldehydes and ketones are often called by their common names
instead of IUPAC names The common names of most aldehydes are
derived from the common names of the corresponding carboxylic
acids [Section 8 6 1] by replacing the ending –ic of acid with aldehyde"
1,6493-6496,"The common names of most aldehydes are
derived from the common names of the corresponding carboxylic
acids [Section 8 6 1] by replacing the ending –ic of acid with aldehyde At the same time, the names reflect the Latin or Greek term for the
original source of the acid or aldehyde"
1,6494-6497,"6 1] by replacing the ending –ic of acid with aldehyde At the same time, the names reflect the Latin or Greek term for the
original source of the acid or aldehyde The location of the substituent
in the carbon chain is indicated by Greek letters a, b, g, d, etc"
1,6495-6498,"1] by replacing the ending –ic of acid with aldehyde At the same time, the names reflect the Latin or Greek term for the
original source of the acid or aldehyde The location of the substituent
in the carbon chain is indicated by Greek letters a, b, g, d, etc The
a-carbon being the one directly linked to the aldehyde group, b-
carbon the next, and so on"
1,6496-6499,"At the same time, the names reflect the Latin or Greek term for the
original source of the acid or aldehyde The location of the substituent
in the carbon chain is indicated by Greek letters a, b, g, d, etc The
a-carbon being the one directly linked to the aldehyde group, b-
carbon the next, and so on For example
8"
1,6497-6500,"The location of the substituent
in the carbon chain is indicated by Greek letters a, b, g, d, etc The
a-carbon being the one directly linked to the aldehyde group, b-
carbon the next, and so on For example
8 1
8"
1,6498-6501,"The
a-carbon being the one directly linked to the aldehyde group, b-
carbon the next, and so on For example
8 1
8 1
8"
1,6499-6502,"For example
8 1
8 1
8 1
8"
1,6500-6503,"1
8 1
8 1
8 1
8"
1,6501-6504,"1
8 1
8 1
8 1 Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
They are used in many food products and pharmaceuticals to add
flavours"
1,6502-6505,"1
8 1
8 1 Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
They are used in many food products and pharmaceuticals to add
flavours Some of these families are manufactured for use as solvents
(i"
1,6503-6506,"1
8 1 Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
They are used in many food products and pharmaceuticals to add
flavours Some of these families are manufactured for use as solvents
(i e"
1,6504-6507,"1 Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
Nomenclature and Structure of Carbonyl Group
They are used in many food products and pharmaceuticals to add
flavours Some of these families are manufactured for use as solvents
(i e , acetone) and for preparing materials like adhesives, paints, resins,
perfumes, plastics, fabrics, etc"
1,6505-6508,"Some of these families are manufactured for use as solvents
(i e , acetone) and for preparing materials like adhesives, paints, resins,
perfumes, plastics, fabrics, etc Rationalised 2023-24
229
Aldehydes, Ketones and Carboxylic Acids
The common names of ketones are derived by naming two alkyl
or aryl groups bonded to the carbonyl group"
1,6506-6509,"e , acetone) and for preparing materials like adhesives, paints, resins,
perfumes, plastics, fabrics, etc Rationalised 2023-24
229
Aldehydes, Ketones and Carboxylic Acids
The common names of ketones are derived by naming two alkyl
or aryl groups bonded to the carbonyl group The locations of
substituents are indicated by Greek letters, a a¢, b b¢ and so on
beginning with the carbon atoms next to the carbonyl group,
indicated as aa¢"
1,6507-6510,", acetone) and for preparing materials like adhesives, paints, resins,
perfumes, plastics, fabrics, etc Rationalised 2023-24
229
Aldehydes, Ketones and Carboxylic Acids
The common names of ketones are derived by naming two alkyl
or aryl groups bonded to the carbonyl group The locations of
substituents are indicated by Greek letters, a a¢, b b¢ and so on
beginning with the carbon atoms next to the carbonyl group,
indicated as aa¢ Some ketones have historical common names,
the simplest dimethyl ketone is called acetone"
1,6508-6511,"Rationalised 2023-24
229
Aldehydes, Ketones and Carboxylic Acids
The common names of ketones are derived by naming two alkyl
or aryl groups bonded to the carbonyl group The locations of
substituents are indicated by Greek letters, a a¢, b b¢ and so on
beginning with the carbon atoms next to the carbonyl group,
indicated as aa¢ Some ketones have historical common names,
the simplest dimethyl ketone is called acetone Alkyl phenyl
ketones are usually named by adding the name of acyl group as
prefix to the word phenone"
1,6509-6512,"The locations of
substituents are indicated by Greek letters, a a¢, b b¢ and so on
beginning with the carbon atoms next to the carbonyl group,
indicated as aa¢ Some ketones have historical common names,
the simplest dimethyl ketone is called acetone Alkyl phenyl
ketones are usually named by adding the name of acyl group as
prefix to the word phenone For example
(b) IUPAC names
The IUPAC names of open chain aliphatic aldehydes and ketones
are derived from the names of the corresponding alkanes by
replacing the ending –e with –al and –one respectively"
1,6510-6513,"Some ketones have historical common names,
the simplest dimethyl ketone is called acetone Alkyl phenyl
ketones are usually named by adding the name of acyl group as
prefix to the word phenone For example
(b) IUPAC names
The IUPAC names of open chain aliphatic aldehydes and ketones
are derived from the names of the corresponding alkanes by
replacing the ending –e with –al and –one respectively In case of
aldehydes the longest carbon chain is numbered starting from the
carbon of the aldehyde group while in case of ketones the
numbering begins from the end nearer to the carbonyl group"
1,6511-6514,"Alkyl phenyl
ketones are usually named by adding the name of acyl group as
prefix to the word phenone For example
(b) IUPAC names
The IUPAC names of open chain aliphatic aldehydes and ketones
are derived from the names of the corresponding alkanes by
replacing the ending –e with –al and –one respectively In case of
aldehydes the longest carbon chain is numbered starting from the
carbon of the aldehyde group while in case of ketones the
numbering begins from the end nearer to the carbonyl group The
substituents are prefixed in alphabetical order along with numerals
indicating their positions in the carbon chain"
1,6512-6515,"For example
(b) IUPAC names
The IUPAC names of open chain aliphatic aldehydes and ketones
are derived from the names of the corresponding alkanes by
replacing the ending –e with –al and –one respectively In case of
aldehydes the longest carbon chain is numbered starting from the
carbon of the aldehyde group while in case of ketones the
numbering begins from the end nearer to the carbonyl group The
substituents are prefixed in alphabetical order along with numerals
indicating their positions in the carbon chain The same applies to
cyclic ketones, where the carbonyl carbon is numbered one"
1,6513-6516,"In case of
aldehydes the longest carbon chain is numbered starting from the
carbon of the aldehyde group while in case of ketones the
numbering begins from the end nearer to the carbonyl group The
substituents are prefixed in alphabetical order along with numerals
indicating their positions in the carbon chain The same applies to
cyclic ketones, where the carbonyl carbon is numbered one When
the aldehyde group is attached to a ring, the suffix carbaldehyde
is added after the full name of the cycloalkane"
1,6514-6517,"The
substituents are prefixed in alphabetical order along with numerals
indicating their positions in the carbon chain The same applies to
cyclic ketones, where the carbonyl carbon is numbered one When
the aldehyde group is attached to a ring, the suffix carbaldehyde
is added after the full name of the cycloalkane The numbering of
the ring carbon atoms start from the carbon atom attached to the
aldehyde group"
1,6515-6518,"The same applies to
cyclic ketones, where the carbonyl carbon is numbered one When
the aldehyde group is attached to a ring, the suffix carbaldehyde
is added after the full name of the cycloalkane The numbering of
the ring carbon atoms start from the carbon atom attached to the
aldehyde group The name of the simplest aromatic aldehyde
carrying 
the 
aldehyde 
group 
on 
a 
benzene 
ring 
is
benzenecarbaldehyde"
1,6516-6519,"When
the aldehyde group is attached to a ring, the suffix carbaldehyde
is added after the full name of the cycloalkane The numbering of
the ring carbon atoms start from the carbon atom attached to the
aldehyde group The name of the simplest aromatic aldehyde
carrying 
the 
aldehyde 
group 
on 
a 
benzene 
ring 
is
benzenecarbaldehyde However, the common name benzaldehyde
is also accepted by IUPAC"
1,6517-6520,"The numbering of
the ring carbon atoms start from the carbon atom attached to the
aldehyde group The name of the simplest aromatic aldehyde
carrying 
the 
aldehyde 
group 
on 
a 
benzene 
ring 
is
benzenecarbaldehyde However, the common name benzaldehyde
is also accepted by IUPAC Other aromatic aldehydes are hence
named as substituted benzaldehydes"
1,6518-6521,"The name of the simplest aromatic aldehyde
carrying 
the 
aldehyde 
group 
on 
a 
benzene 
ring 
is
benzenecarbaldehyde However, the common name benzaldehyde
is also accepted by IUPAC Other aromatic aldehydes are hence
named as substituted benzaldehydes Rationalised 2023-24
230
Chemistry
Aldehydes
HCHO
Formaldehyde
Methanal
CH3CHO
Acetaldehyde
Ethanal
(CH3)2CHCHO
Isobutyraldehyde
2-Methylpropanal
g-Methylcyclohexanecarbaldehyde
3-Methylcyclohexanecarbaldehyde
CH3CH(OCH3)CHO
a-Methoxypropionaldehyde
2-Methoxypropanal
CH3CH2CH2CH2CHO
Valeraldehyde
Pentanal
CH2=CHCHO
Acrolein
Prop-2-enal
Phthaldehyde
Benzene-1,2-dicarbaldehyde
m-Bromobenzaldehyde
 3-Bromobenzaldehyde
Ketones
CH3COCH2CH2CH3
Methyl n-propyl ketone
Pentan-2-one
(CH3)2CHCOCH(CH3)2
Diisopropyl ketone
2,4-Dimethylpentan-3-one
a-Methylcyclohexanone
2-Methylcyclohexanone
(CH3)2C=CHCOCH3
Mesityl oxide
4-Methylpent-3-en-2-one
Table 8"
1,6519-6522,"However, the common name benzaldehyde
is also accepted by IUPAC Other aromatic aldehydes are hence
named as substituted benzaldehydes Rationalised 2023-24
230
Chemistry
Aldehydes
HCHO
Formaldehyde
Methanal
CH3CHO
Acetaldehyde
Ethanal
(CH3)2CHCHO
Isobutyraldehyde
2-Methylpropanal
g-Methylcyclohexanecarbaldehyde
3-Methylcyclohexanecarbaldehyde
CH3CH(OCH3)CHO
a-Methoxypropionaldehyde
2-Methoxypropanal
CH3CH2CH2CH2CHO
Valeraldehyde
Pentanal
CH2=CHCHO
Acrolein
Prop-2-enal
Phthaldehyde
Benzene-1,2-dicarbaldehyde
m-Bromobenzaldehyde
 3-Bromobenzaldehyde
Ketones
CH3COCH2CH2CH3
Methyl n-propyl ketone
Pentan-2-one
(CH3)2CHCOCH(CH3)2
Diisopropyl ketone
2,4-Dimethylpentan-3-one
a-Methylcyclohexanone
2-Methylcyclohexanone
(CH3)2C=CHCOCH3
Mesityl oxide
4-Methylpent-3-en-2-one
Table 8 1: Common and IUPAC Names of Some Aldehydes and Ketones
Structure
Common name
IUPAC name
The common and IUPAC names of some aldehydes and ketones are
given in Table 8"
1,6520-6523,"Other aromatic aldehydes are hence
named as substituted benzaldehydes Rationalised 2023-24
230
Chemistry
Aldehydes
HCHO
Formaldehyde
Methanal
CH3CHO
Acetaldehyde
Ethanal
(CH3)2CHCHO
Isobutyraldehyde
2-Methylpropanal
g-Methylcyclohexanecarbaldehyde
3-Methylcyclohexanecarbaldehyde
CH3CH(OCH3)CHO
a-Methoxypropionaldehyde
2-Methoxypropanal
CH3CH2CH2CH2CHO
Valeraldehyde
Pentanal
CH2=CHCHO
Acrolein
Prop-2-enal
Phthaldehyde
Benzene-1,2-dicarbaldehyde
m-Bromobenzaldehyde
 3-Bromobenzaldehyde
Ketones
CH3COCH2CH2CH3
Methyl n-propyl ketone
Pentan-2-one
(CH3)2CHCOCH(CH3)2
Diisopropyl ketone
2,4-Dimethylpentan-3-one
a-Methylcyclohexanone
2-Methylcyclohexanone
(CH3)2C=CHCOCH3
Mesityl oxide
4-Methylpent-3-en-2-one
Table 8 1: Common and IUPAC Names of Some Aldehydes and Ketones
Structure
Common name
IUPAC name
The common and IUPAC names of some aldehydes and ketones are
given in Table 8 1"
1,6521-6524,"Rationalised 2023-24
230
Chemistry
Aldehydes
HCHO
Formaldehyde
Methanal
CH3CHO
Acetaldehyde
Ethanal
(CH3)2CHCHO
Isobutyraldehyde
2-Methylpropanal
g-Methylcyclohexanecarbaldehyde
3-Methylcyclohexanecarbaldehyde
CH3CH(OCH3)CHO
a-Methoxypropionaldehyde
2-Methoxypropanal
CH3CH2CH2CH2CHO
Valeraldehyde
Pentanal
CH2=CHCHO
Acrolein
Prop-2-enal
Phthaldehyde
Benzene-1,2-dicarbaldehyde
m-Bromobenzaldehyde
 3-Bromobenzaldehyde
Ketones
CH3COCH2CH2CH3
Methyl n-propyl ketone
Pentan-2-one
(CH3)2CHCOCH(CH3)2
Diisopropyl ketone
2,4-Dimethylpentan-3-one
a-Methylcyclohexanone
2-Methylcyclohexanone
(CH3)2C=CHCOCH3
Mesityl oxide
4-Methylpent-3-en-2-one
Table 8 1: Common and IUPAC Names of Some Aldehydes and Ketones
Structure
Common name
IUPAC name
The common and IUPAC names of some aldehydes and ketones are
given in Table 8 1 or
3-Bromobenzenecarbaldehyde
Rationalised 2023-24
231
Aldehydes, Ketones and Carboxylic Acids
The carbonyl carbon atom is sp
2-hybridised and forms three sigma (s)
bonds"
1,6522-6525,"1: Common and IUPAC Names of Some Aldehydes and Ketones
Structure
Common name
IUPAC name
The common and IUPAC names of some aldehydes and ketones are
given in Table 8 1 or
3-Bromobenzenecarbaldehyde
Rationalised 2023-24
231
Aldehydes, Ketones and Carboxylic Acids
The carbonyl carbon atom is sp
2-hybridised and forms three sigma (s)
bonds The fourth valence electron of carbon remains in its p-orbital
and forms a p-bond with oxygen by overlap with p-orbital of an oxygen"
1,6523-6526,"1 or
3-Bromobenzenecarbaldehyde
Rationalised 2023-24
231
Aldehydes, Ketones and Carboxylic Acids
The carbonyl carbon atom is sp
2-hybridised and forms three sigma (s)
bonds The fourth valence electron of carbon remains in its p-orbital
and forms a p-bond with oxygen by overlap with p-orbital of an oxygen In addition, the oxygen atom also has two non bonding electron pairs"
1,6524-6527,"or
3-Bromobenzenecarbaldehyde
Rationalised 2023-24
231
Aldehydes, Ketones and Carboxylic Acids
The carbonyl carbon atom is sp
2-hybridised and forms three sigma (s)
bonds The fourth valence electron of carbon remains in its p-orbital
and forms a p-bond with oxygen by overlap with p-orbital of an oxygen In addition, the oxygen atom also has two non bonding electron pairs Thus, the carbonyl carbon and the three atoms attached to it lie in the
same plane and the p-electron cloud is above and below this plane"
1,6525-6528,"The fourth valence electron of carbon remains in its p-orbital
and forms a p-bond with oxygen by overlap with p-orbital of an oxygen In addition, the oxygen atom also has two non bonding electron pairs Thus, the carbonyl carbon and the three atoms attached to it lie in the
same plane and the p-electron cloud is above and below this plane The
bond angles are approximately 120° as expected of a trigonal coplanar
structure (Figure 8"
1,6526-6529,"In addition, the oxygen atom also has two non bonding electron pairs Thus, the carbonyl carbon and the three atoms attached to it lie in the
same plane and the p-electron cloud is above and below this plane The
bond angles are approximately 120° as expected of a trigonal coplanar
structure (Figure 8 1)"
1,6527-6530,"Thus, the carbonyl carbon and the three atoms attached to it lie in the
same plane and the p-electron cloud is above and below this plane The
bond angles are approximately 120° as expected of a trigonal coplanar
structure (Figure 8 1) 8"
1,6528-6531,"The
bond angles are approximately 120° as expected of a trigonal coplanar
structure (Figure 8 1) 8 1"
1,6529-6532,"1) 8 1 2 Structure of
the
Carbonyl
Group
π
Fig"
1,6530-6533,"8 1 2 Structure of
the
Carbonyl
Group
π
Fig 8"
1,6531-6534,"1 2 Structure of
the
Carbonyl
Group
π
Fig 8 1  Orbital diagram for the formation of carbonyl group
The carbon-oxygen double bond is polarised due to higher
electronegativity of oxygen relative to carbon"
1,6532-6535,"2 Structure of
the
Carbonyl
Group
π
Fig 8 1  Orbital diagram for the formation of carbonyl group
The carbon-oxygen double bond is polarised due to higher
electronegativity of oxygen relative to carbon Hence, the carbonyl
carbon is an electrophilic (Lewis acid), and carbonyl
oxygen, a nucleophilic (Lewis base) centre"
1,6533-6536,"8 1  Orbital diagram for the formation of carbonyl group
The carbon-oxygen double bond is polarised due to higher
electronegativity of oxygen relative to carbon Hence, the carbonyl
carbon is an electrophilic (Lewis acid), and carbonyl
oxygen, a nucleophilic (Lewis base) centre Carbonyl
compounds have substantial dipole moments and are
polar than ethers"
1,6534-6537,"1  Orbital diagram for the formation of carbonyl group
The carbon-oxygen double bond is polarised due to higher
electronegativity of oxygen relative to carbon Hence, the carbonyl
carbon is an electrophilic (Lewis acid), and carbonyl
oxygen, a nucleophilic (Lewis base) centre Carbonyl
compounds have substantial dipole moments and are
polar than ethers The high polarity of the carbonyl group
is explained on the basis of resonance involving a neutral
(A) and a dipolar (B) structures as shown"
1,6535-6538,"Hence, the carbonyl
carbon is an electrophilic (Lewis acid), and carbonyl
oxygen, a nucleophilic (Lewis base) centre Carbonyl
compounds have substantial dipole moments and are
polar than ethers The high polarity of the carbonyl group
is explained on the basis of resonance involving a neutral
(A) and a dipolar (B) structures as shown Intext Questions
Intext Questions
Intext Questions
Intext Questions
Intext Questions
8"
1,6536-6539,"Carbonyl
compounds have substantial dipole moments and are
polar than ethers The high polarity of the carbonyl group
is explained on the basis of resonance involving a neutral
(A) and a dipolar (B) structures as shown Intext Questions
Intext Questions
Intext Questions
Intext Questions
Intext Questions
8 1
Write the structures of the following compounds"
1,6537-6540,"The high polarity of the carbonyl group
is explained on the basis of resonance involving a neutral
(A) and a dipolar (B) structures as shown Intext Questions
Intext Questions
Intext Questions
Intext Questions
Intext Questions
8 1
Write the structures of the following compounds (i) a-Methoxypropionaldehyde
(ii) 3-Hydroxybutanal
(iii) 2-Hydroxycyclopentane carbaldehyde
(iv) 4-Oxopentanal
(v) Di-sec"
1,6538-6541,"Intext Questions
Intext Questions
Intext Questions
Intext Questions
Intext Questions
8 1
Write the structures of the following compounds (i) a-Methoxypropionaldehyde
(ii) 3-Hydroxybutanal
(iii) 2-Hydroxycyclopentane carbaldehyde
(iv) 4-Oxopentanal
(v) Di-sec butyl ketone
(vi) 4-Fluoroacetophenone
Some important methods for the preparation of aldehydes
and ketones are as follows:
1"
1,6539-6542,"1
Write the structures of the following compounds (i) a-Methoxypropionaldehyde
(ii) 3-Hydroxybutanal
(iii) 2-Hydroxycyclopentane carbaldehyde
(iv) 4-Oxopentanal
(v) Di-sec butyl ketone
(vi) 4-Fluoroacetophenone
Some important methods for the preparation of aldehydes
and ketones are as follows:
1 By oxidation of alcohols
Aldehydes and ketones are generally prepared by oxidation of primary
and secondary alcohols, respectively (Unit 7, Class XII)"
1,6540-6543,"(i) a-Methoxypropionaldehyde
(ii) 3-Hydroxybutanal
(iii) 2-Hydroxycyclopentane carbaldehyde
(iv) 4-Oxopentanal
(v) Di-sec butyl ketone
(vi) 4-Fluoroacetophenone
Some important methods for the preparation of aldehydes
and ketones are as follows:
1 By oxidation of alcohols
Aldehydes and ketones are generally prepared by oxidation of primary
and secondary alcohols, respectively (Unit 7, Class XII) 2"
1,6541-6544,"butyl ketone
(vi) 4-Fluoroacetophenone
Some important methods for the preparation of aldehydes
and ketones are as follows:
1 By oxidation of alcohols
Aldehydes and ketones are generally prepared by oxidation of primary
and secondary alcohols, respectively (Unit 7, Class XII) 2 By dehydrogenation of alcohols
This method is suitable for volatile alcohols and is of industrial
application"
1,6542-6545,"By oxidation of alcohols
Aldehydes and ketones are generally prepared by oxidation of primary
and secondary alcohols, respectively (Unit 7, Class XII) 2 By dehydrogenation of alcohols
This method is suitable for volatile alcohols and is of industrial
application In this method alcohol vapours are passed over heavy
metal catalysts (Ag or Cu)"
1,6543-6546,"2 By dehydrogenation of alcohols
This method is suitable for volatile alcohols and is of industrial
application In this method alcohol vapours are passed over heavy
metal catalysts (Ag or Cu) Primary and secondary alcohols give
aldehydes and ketones, respectively (Unit 7, Class XII)"
1,6544-6547,"By dehydrogenation of alcohols
This method is suitable for volatile alcohols and is of industrial
application In this method alcohol vapours are passed over heavy
metal catalysts (Ag or Cu) Primary and secondary alcohols give
aldehydes and ketones, respectively (Unit 7, Class XII) 3"
1,6545-6548,"In this method alcohol vapours are passed over heavy
metal catalysts (Ag or Cu) Primary and secondary alcohols give
aldehydes and ketones, respectively (Unit 7, Class XII) 3 From hydrocarbons
(i) By ozonolysis of alkenes: As we know, ozonolysis of alkenes
followed by reaction with zinc dust and water gives aldehydes,
8"
1,6546-6549,"Primary and secondary alcohols give
aldehydes and ketones, respectively (Unit 7, Class XII) 3 From hydrocarbons
(i) By ozonolysis of alkenes: As we know, ozonolysis of alkenes
followed by reaction with zinc dust and water gives aldehydes,
8 2"
1,6547-6550,"3 From hydrocarbons
(i) By ozonolysis of alkenes: As we know, ozonolysis of alkenes
followed by reaction with zinc dust and water gives aldehydes,
8 2 1
Preparation
of
Aldehydes
and
Ketones
8"
1,6548-6551,"From hydrocarbons
(i) By ozonolysis of alkenes: As we know, ozonolysis of alkenes
followed by reaction with zinc dust and water gives aldehydes,
8 2 1
Preparation
of
Aldehydes
and
Ketones
8 2
8"
1,6549-6552,"2 1
Preparation
of
Aldehydes
and
Ketones
8 2
8 2
8"
1,6550-6553,"1
Preparation
of
Aldehydes
and
Ketones
8 2
8 2
8 2
8"
1,6551-6554,"2
8 2
8 2
8 2
8"
1,6552-6555,"2
8 2
8 2
8 2 Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
and Ketones
and Ketones
and Ketones
and Ketones
and Ketones
Rationalised 2023-24
232
Chemistry
ketones or a mixture of both depending on the substitution
pattern of the alkene (Unit 9, Class XI)"
1,6553-6556,"2
8 2
8 2 Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
and Ketones
and Ketones
and Ketones
and Ketones
and Ketones
Rationalised 2023-24
232
Chemistry
ketones or a mixture of both depending on the substitution
pattern of the alkene (Unit 9, Class XI) (ii) By hydration of alkynes: Addition of water to ethyne in the
presence of H2SO4  and HgSO4 gives acetaldehyde"
1,6554-6557,"2
8 2 Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
and Ketones
and Ketones
and Ketones
and Ketones
and Ketones
Rationalised 2023-24
232
Chemistry
ketones or a mixture of both depending on the substitution
pattern of the alkene (Unit 9, Class XI) (ii) By hydration of alkynes: Addition of water to ethyne in the
presence of H2SO4  and HgSO4 gives acetaldehyde All other
alkynes give ketones in this reaction (Unit 9, Class XI)"
1,6555-6558,"2 Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
Preparation of Aldehydes
and Ketones
and Ketones
and Ketones
and Ketones
and Ketones
Rationalised 2023-24
232
Chemistry
ketones or a mixture of both depending on the substitution
pattern of the alkene (Unit 9, Class XI) (ii) By hydration of alkynes: Addition of water to ethyne in the
presence of H2SO4  and HgSO4 gives acetaldehyde All other
alkynes give ketones in this reaction (Unit 9, Class XI) 1"
1,6556-6559,"(ii) By hydration of alkynes: Addition of water to ethyne in the
presence of H2SO4  and HgSO4 gives acetaldehyde All other
alkynes give ketones in this reaction (Unit 9, Class XI) 1 From acyl chloride (acid chloride)
Acyl chloride (acid chloride) is hydrogenated over catalyst, palladium
on barium sulphate"
1,6557-6560,"All other
alkynes give ketones in this reaction (Unit 9, Class XI) 1 From acyl chloride (acid chloride)
Acyl chloride (acid chloride) is hydrogenated over catalyst, palladium
on barium sulphate This reaction is called Rosenmund reduction"
1,6558-6561,"1 From acyl chloride (acid chloride)
Acyl chloride (acid chloride) is hydrogenated over catalyst, palladium
on barium sulphate This reaction is called Rosenmund reduction 2"
1,6559-6562,"From acyl chloride (acid chloride)
Acyl chloride (acid chloride) is hydrogenated over catalyst, palladium
on barium sulphate This reaction is called Rosenmund reduction 2 From nitriles and esters
Nitriles are reduced to corresponding imine with stannous chloride
in the presence of hydrochloric acid, which on hydrolysis give
corresponding aldehyde"
1,6560-6563,"This reaction is called Rosenmund reduction 2 From nitriles and esters
Nitriles are reduced to corresponding imine with stannous chloride
in the presence of hydrochloric acid, which on hydrolysis give
corresponding aldehyde This reaction is called Stephen reaction"
1,6561-6564,"2 From nitriles and esters
Nitriles are reduced to corresponding imine with stannous chloride
in the presence of hydrochloric acid, which on hydrolysis give
corresponding aldehyde This reaction is called Stephen reaction Alternatively, 
nitriles 
are 
selectively 
reduced 
by
diisobutylaluminium hydride, (DIBAL-H) to imines followed by
hydrolysis to aldehydes:
8"
