Chapter,sentence_range,Text
1,6183-6186,"� Cartesian equation of a plane that passes through the intersection of two
given planes A1 x + B1 y + C1 z + D1 = 0 and   A2 x + B2 y + C2 z + D2 = 0
is (A1 x + B1 y + C1 z + D1) + λ(A2 x + B2 y + C2 z + D2) = 0 � Two lines 
1
1
r
a
b
=
+ λ
r
r
r
 and 
2
2
r
a
b
=
+ µ
r
r
r
 are coplanar if
2
1
1
2
(
) (
)
a
a
b
b
−
⋅
×
r
r
r
r
= 0
� In the cartesian form above lines passing through the points A (x1, y1, z1) and
B 
2
2
2
(
,
,
)
x
y
z
2
2
2
2
–
–
y
y
z
z
b
C
=
=
are coplanar if 
2
2
2
1
1
1
1
2
1
2
1
2
c
b
a
c
b
a
z
z
y
y
x
x
−
−
−
 = 0 � In the vector form, if  θ   is the angle between the two planes, 
1
1
r n
d
⋅
r r=
  and
2
2
r n
d
⋅
r r=
, then θ = cos–1 
1
2
1
2
|
|
|
||
|
n
n
n
r⋅n
r
r
r � The angle φ between the line r
a
b
=
+ λ
r
r
r
and the plane 
r nˆ
d
⋅
=
r
is
© NCERT
not to be republished
THREE D IMENSIONAL G EOMETRY
503
ˆ
sin
| | | |ˆ
b n
b n
⋅
φ =
r
r
� The angle θ between the planes A1x + B1y + C1z + D1 = 0 and
A2 x + B2 y + C2 z + D2 = 0 is given by
cos θ =
1
2
1
2
1
2
2
2
2
2
2
2
1
1
1
2
2
2
A A
B B
C C
A
B
C
A
B
C
+
+
+
+
+
+
� The distance of a point whose position vector is ar from the plane 
r nˆ
d
⋅
=
r
 is
ˆ
|
|
d
−a n
⋅
r
� The distance from a point (x1, y1, z1) to the plane Ax + By + Cz + D = 0 is
1
1
1
2
2
2
A
B
C
D
A
B
C
x
y
z
+
+
+
+
+"
1,6184-6187,"� Two lines 
1
1
r
a
b
=
+ λ
r
r
r
 and 
2
2
r
a
b
=
+ µ
r
r
r
 are coplanar if
2
1
1
2
(
) (
)
a
a
b
b
−
⋅
×
r
r
r
r
= 0
� In the cartesian form above lines passing through the points A (x1, y1, z1) and
B 
2
2
2
(
,
,
)
x
y
z
2
2
2
2
–
–
y
y
z
z
b
C
=
=
are coplanar if 
2
2
2
1
1
1
1
2
1
2
1
2
c
b
a
c
b
a
z
z
y
y
x
x
−
−
−
 = 0 � In the vector form, if  θ   is the angle between the two planes, 
1
1
r n
d
⋅
r r=
  and
2
2
r n
d
⋅
r r=
, then θ = cos–1 
1
2
1
2
|
|
|
||
|
n
n
n
r⋅n
r
r
r � The angle φ between the line r
a
b
=
+ λ
r
r
r
and the plane 
r nˆ
d
⋅
=
r
is
© NCERT
not to be republished
THREE D IMENSIONAL G EOMETRY
503
ˆ
sin
| | | |ˆ
b n
b n
⋅
φ =
r
r
� The angle θ between the planes A1x + B1y + C1z + D1 = 0 and
A2 x + B2 y + C2 z + D2 = 0 is given by
cos θ =
1
2
1
2
1
2
2
2
2
2
2
2
1
1
1
2
2
2
A A
B B
C C
A
B
C
A
B
C
+
+
+
+
+
+
� The distance of a point whose position vector is ar from the plane 
r nˆ
d
⋅
=
r
 is
ˆ
|
|
d
−a n
⋅
r
� The distance from a point (x1, y1, z1) to the plane Ax + By + Cz + D = 0 is
1
1
1
2
2
2
A
B
C
D
A
B
C
x
y
z
+
+
+
+
+ —�—
© NCERT
not to be republished
504
MATHEMATICS
�The mathematical experience of the student is incomplete if he never had
the opportunity to solve a problem invented by himself"
1,6185-6188,"� In the vector form, if  θ   is the angle between the two planes, 
1
1
r n
d
⋅
r r=
  and
2
2
r n
d
⋅
r r=
, then θ = cos–1 
1
2
1
2
|
|
|
||
|
n
n
n
r⋅n
r
r
r � The angle φ between the line r
a
b
=
+ λ
r
r
r
and the plane 
r nˆ
d
⋅
=
r
is
© NCERT
not to be republished
THREE D IMENSIONAL G EOMETRY
503
ˆ
sin
| | | |ˆ
b n
b n
⋅
φ =
r
r
� The angle θ between the planes A1x + B1y + C1z + D1 = 0 and
A2 x + B2 y + C2 z + D2 = 0 is given by
cos θ =
1
2
1
2
1
2
2
2
2
2
2
2
1
1
1
2
2
2
A A
B B
C C
A
B
C
A
B
C
+
+
+
+
+
+
� The distance of a point whose position vector is ar from the plane 
r nˆ
d
⋅
=
r
 is
ˆ
|
|
d
−a n
⋅
r
� The distance from a point (x1, y1, z1) to the plane Ax + By + Cz + D = 0 is
1
1
1
2
2
2
A
B
C
D
A
B
C
x
y
z
+
+
+
+
+ —�—
© NCERT
not to be republished
504
MATHEMATICS
�The mathematical experience of the student is incomplete if he never had
the opportunity to solve a problem invented by himself – G"
1,6186-6189,"� The angle φ between the line r
a
b
=
+ λ
r
r
r
and the plane 
r nˆ
d
⋅
=
r
is
© NCERT
not to be republished
THREE D IMENSIONAL G EOMETRY
503
ˆ
sin
| | | |ˆ
b n
b n
⋅
φ =
r
r
� The angle θ between the planes A1x + B1y + C1z + D1 = 0 and
A2 x + B2 y + C2 z + D2 = 0 is given by
cos θ =
1
2
1
2
1
2
2
2
2
2
2
2
1
1
1
2
2
2
A A
B B
C C
A
B
C
A
B
C
+
+
+
+
+
+
� The distance of a point whose position vector is ar from the plane 
r nˆ
d
⋅
=
r
 is
ˆ
|
|
d
−a n
⋅
r
� The distance from a point (x1, y1, z1) to the plane Ax + By + Cz + D = 0 is
1
1
1
2
2
2
A
B
C
D
A
B
C
x
y
z
+
+
+
+
+ —�—
© NCERT
not to be republished
504
MATHEMATICS
�The mathematical experience of the student is incomplete if he never had
the opportunity to solve a problem invented by himself – G POLYA �
12"
1,6187-6190,"—�—
© NCERT
not to be republished
504
MATHEMATICS
�The mathematical experience of the student is incomplete if he never had
the opportunity to solve a problem invented by himself – G POLYA �
12 1  Introduction
In earlier classes, we have discussed systems of linear
equations and their applications in day to day problems"
1,6188-6191,"– G POLYA �
12 1  Introduction
In earlier classes, we have discussed systems of linear
equations and their applications in day to day problems In
Class XI, we have studied linear inequalities and systems
of linear inequalities in two variables and their solutions by
graphical method"
1,6189-6192,"POLYA �
12 1  Introduction
In earlier classes, we have discussed systems of linear
equations and their applications in day to day problems In
Class XI, we have studied linear inequalities and systems
of linear inequalities in two variables and their solutions by
graphical method Many applications in mathematics
involve systems of inequalities/equations"
1,6190-6193,"1  Introduction
In earlier classes, we have discussed systems of linear
equations and their applications in day to day problems In
Class XI, we have studied linear inequalities and systems
of linear inequalities in two variables and their solutions by
graphical method Many applications in mathematics
involve systems of inequalities/equations In this chapter,
we shall apply the systems of linear inequalities/equations
to solve some real life problems of the type as given below:
A furniture dealer deals in only two items–tables and
chairs"
1,6191-6194,"In
Class XI, we have studied linear inequalities and systems
of linear inequalities in two variables and their solutions by
graphical method Many applications in mathematics
involve systems of inequalities/equations In this chapter,
we shall apply the systems of linear inequalities/equations
to solve some real life problems of the type as given below:
A furniture dealer deals in only two items–tables and
chairs He has Rs 50,000 to invest and has storage space
of at most 60 pieces"
1,6192-6195,"Many applications in mathematics
involve systems of inequalities/equations In this chapter,
we shall apply the systems of linear inequalities/equations
to solve some real life problems of the type as given below:
A furniture dealer deals in only two items–tables and
chairs He has Rs 50,000 to invest and has storage space
of at most 60 pieces A table costs Rs 2500 and a chair
Rs 500"
1,6193-6196,"In this chapter,
we shall apply the systems of linear inequalities/equations
to solve some real life problems of the type as given below:
A furniture dealer deals in only two items–tables and
chairs He has Rs 50,000 to invest and has storage space
of at most 60 pieces A table costs Rs 2500 and a chair
Rs 500 He estimates that from the sale of one table, he
can make a profit of Rs 250 and that from the sale of one
chair a profit of Rs 75"
1,6194-6197,"He has Rs 50,000 to invest and has storage space
of at most 60 pieces A table costs Rs 2500 and a chair
Rs 500 He estimates that from the sale of one table, he
can make a profit of Rs 250 and that from the sale of one
chair a profit of Rs 75 He wants to know how many tables and chairs he should buy
from the available money so as to maximise his total profit, assuming that he can sell all
the items which he buys"
1,6195-6198,"A table costs Rs 2500 and a chair
Rs 500 He estimates that from the sale of one table, he
can make a profit of Rs 250 and that from the sale of one
chair a profit of Rs 75 He wants to know how many tables and chairs he should buy
from the available money so as to maximise his total profit, assuming that he can sell all
the items which he buys Such type of problems which seek to maximise (or, minimise) profit (or, cost) form
a general class of problems called optimisation problems"
1,6196-6199,"He estimates that from the sale of one table, he
can make a profit of Rs 250 and that from the sale of one
chair a profit of Rs 75 He wants to know how many tables and chairs he should buy
from the available money so as to maximise his total profit, assuming that he can sell all
the items which he buys Such type of problems which seek to maximise (or, minimise) profit (or, cost) form
a general class of problems called optimisation problems Thus, an optimisation
problem may involve finding maximum profit, minimum cost, or minimum use of
resources etc"
1,6197-6200,"He wants to know how many tables and chairs he should buy
from the available money so as to maximise his total profit, assuming that he can sell all
the items which he buys Such type of problems which seek to maximise (or, minimise) profit (or, cost) form
a general class of problems called optimisation problems Thus, an optimisation
problem may involve finding maximum profit, minimum cost, or minimum use of
resources etc A special but a very important class of optimisation problems is linear programming
problem"
1,6198-6201,"Such type of problems which seek to maximise (or, minimise) profit (or, cost) form
a general class of problems called optimisation problems Thus, an optimisation
problem may involve finding maximum profit, minimum cost, or minimum use of
resources etc A special but a very important class of optimisation problems is linear programming
problem The above stated optimisation problem is an example of linear programming
problem"
1,6199-6202,"Thus, an optimisation
problem may involve finding maximum profit, minimum cost, or minimum use of
resources etc A special but a very important class of optimisation problems is linear programming
problem The above stated optimisation problem is an example of linear programming
problem Linear programming problems are of much interest because of their wide
applicability in industry, commerce, management science etc"
1,6200-6203,"A special but a very important class of optimisation problems is linear programming
problem The above stated optimisation problem is an example of linear programming
problem Linear programming problems are of much interest because of their wide
applicability in industry, commerce, management science etc In this chapter, we shall study some linear programming problems and their solutions
by graphical method only, though there are many other methods also to solve such
problems"
1,6201-6204,"The above stated optimisation problem is an example of linear programming
problem Linear programming problems are of much interest because of their wide
applicability in industry, commerce, management science etc In this chapter, we shall study some linear programming problems and their solutions
by graphical method only, though there are many other methods also to solve such
problems Chapter 12
LINEAR PROGRAMMING
L"
1,6202-6205,"Linear programming problems are of much interest because of their wide
applicability in industry, commerce, management science etc In this chapter, we shall study some linear programming problems and their solutions
by graphical method only, though there are many other methods also to solve such
problems Chapter 12
LINEAR PROGRAMMING
L Kantorovich
© NCERT
not to be republished
LINEAR PROGRAMMING         505
12"
1,6203-6206,"In this chapter, we shall study some linear programming problems and their solutions
by graphical method only, though there are many other methods also to solve such
problems Chapter 12
LINEAR PROGRAMMING
L Kantorovich
© NCERT
not to be republished
LINEAR PROGRAMMING         505
12 2  Linear Programming Problem and its Mathematical Formulation
We begin our discussion with the above example of furniture dealer which will further
lead to a mathematical formulation of the problem in two variables"
1,6204-6207,"Chapter 12
LINEAR PROGRAMMING
L Kantorovich
© NCERT
not to be republished
LINEAR PROGRAMMING         505
12 2  Linear Programming Problem and its Mathematical Formulation
We begin our discussion with the above example of furniture dealer which will further
lead to a mathematical formulation of the problem in two variables In this example, we
observe
(i)
The dealer can invest his money in buying tables or chairs or combination thereof"
1,6205-6208,"Kantorovich
© NCERT
not to be republished
LINEAR PROGRAMMING         505
12 2  Linear Programming Problem and its Mathematical Formulation
We begin our discussion with the above example of furniture dealer which will further
lead to a mathematical formulation of the problem in two variables In this example, we
observe
(i)
The dealer can invest his money in buying tables or chairs or combination thereof Further he would earn different profits by following different investment
strategies"
1,6206-6209,"2  Linear Programming Problem and its Mathematical Formulation
We begin our discussion with the above example of furniture dealer which will further
lead to a mathematical formulation of the problem in two variables In this example, we
observe
(i)
The dealer can invest his money in buying tables or chairs or combination thereof Further he would earn different profits by following different investment
strategies (ii)
There are certain overriding conditions or constraints viz"
1,6207-6210,"In this example, we
observe
(i)
The dealer can invest his money in buying tables or chairs or combination thereof Further he would earn different profits by following different investment
strategies (ii)
There are certain overriding conditions or constraints viz , his investment is
limited to a maximum of Rs 50,000 and so is his storage space which is for a
maximum of 60 pieces"
1,6208-6211,"Further he would earn different profits by following different investment
strategies (ii)
There are certain overriding conditions or constraints viz , his investment is
limited to a maximum of Rs 50,000 and so is his storage space which is for a
maximum of 60 pieces Suppose he decides to buy tables only and no chairs, so he can buy 50000 ÷ 2500,
i"
1,6209-6212,"(ii)
There are certain overriding conditions or constraints viz , his investment is
limited to a maximum of Rs 50,000 and so is his storage space which is for a
maximum of 60 pieces Suppose he decides to buy tables only and no chairs, so he can buy 50000 ÷ 2500,
i e"
1,6210-6213,", his investment is
limited to a maximum of Rs 50,000 and so is his storage space which is for a
maximum of 60 pieces Suppose he decides to buy tables only and no chairs, so he can buy 50000 ÷ 2500,
i e , 20 tables"
1,6211-6214,"Suppose he decides to buy tables only and no chairs, so he can buy 50000 ÷ 2500,
i e , 20 tables His profit in this case will be Rs (250 × 20), i"
1,6212-6215,"e , 20 tables His profit in this case will be Rs (250 × 20), i e"
1,6213-6216,", 20 tables His profit in this case will be Rs (250 × 20), i e , Rs 5000"
1,6214-6217,"His profit in this case will be Rs (250 × 20), i e , Rs 5000 Suppose he chooses to buy chairs only and no tables"
1,6215-6218,"e , Rs 5000 Suppose he chooses to buy chairs only and no tables With his capital of Rs 50,000,
he can buy 50000 ÷ 500, i"
1,6216-6219,", Rs 5000 Suppose he chooses to buy chairs only and no tables With his capital of Rs 50,000,
he can buy 50000 ÷ 500, i e"
1,6217-6220,"Suppose he chooses to buy chairs only and no tables With his capital of Rs 50,000,
he can buy 50000 ÷ 500, i e 100 chairs"
1,6218-6221,"With his capital of Rs 50,000,
he can buy 50000 ÷ 500, i e 100 chairs But he can store only 60 pieces"
1,6219-6222,"e 100 chairs But he can store only 60 pieces Therefore, he
is forced to buy only 60 chairs which will give him a total profit of Rs (60 × 75), i"
1,6220-6223,"100 chairs But he can store only 60 pieces Therefore, he
is forced to buy only 60 chairs which will give him a total profit of Rs (60 × 75), i e"
1,6221-6224,"But he can store only 60 pieces Therefore, he
is forced to buy only 60 chairs which will give him a total profit of Rs (60 × 75), i e ,
Rs 4500"
1,6222-6225,"Therefore, he
is forced to buy only 60 chairs which will give him a total profit of Rs (60 × 75), i e ,
Rs 4500 There are many other possibilities, for instance, he may choose to buy 10 tables
and 50 chairs, as he can store only 60 pieces"
1,6223-6226,"e ,
Rs 4500 There are many other possibilities, for instance, he may choose to buy 10 tables
and 50 chairs, as he can store only 60 pieces Total profit in this case would be
Rs (10 × 250 + 50 × 75), i"
1,6224-6227,",
Rs 4500 There are many other possibilities, for instance, he may choose to buy 10 tables
and 50 chairs, as he can store only 60 pieces Total profit in this case would be
Rs (10 × 250 + 50 × 75), i e"
1,6225-6228,"There are many other possibilities, for instance, he may choose to buy 10 tables
and 50 chairs, as he can store only 60 pieces Total profit in this case would be
Rs (10 × 250 + 50 × 75), i e , Rs 6250 and so on"
1,6226-6229,"Total profit in this case would be
Rs (10 × 250 + 50 × 75), i e , Rs 6250 and so on We, thus, find that the dealer can invest his money in different ways and he would
earn different profits by following different investment strategies"
1,6227-6230,"e , Rs 6250 and so on We, thus, find that the dealer can invest his money in different ways and he would
earn different profits by following different investment strategies Now the problem is : How should he invest his money in order to get maximum
profit"
1,6228-6231,", Rs 6250 and so on We, thus, find that the dealer can invest his money in different ways and he would
earn different profits by following different investment strategies Now the problem is : How should he invest his money in order to get maximum
profit To answer this question, let us try to formulate the problem mathematically"
1,6229-6232,"We, thus, find that the dealer can invest his money in different ways and he would
earn different profits by following different investment strategies Now the problem is : How should he invest his money in order to get maximum
profit To answer this question, let us try to formulate the problem mathematically 12"
1,6230-6233,"Now the problem is : How should he invest his money in order to get maximum
profit To answer this question, let us try to formulate the problem mathematically 12 2"
1,6231-6234,"To answer this question, let us try to formulate the problem mathematically 12 2 1 Mathematical formulation of the problem
Let x be the number of tables and y be the number of chairs that the dealer buys"
1,6232-6235,"12 2 1 Mathematical formulation of the problem
Let x be the number of tables and y be the number of chairs that the dealer buys Obviously, x and y must be non-negative, i"
1,6233-6236,"2 1 Mathematical formulation of the problem
Let x be the number of tables and y be the number of chairs that the dealer buys Obviously, x and y must be non-negative, i e"
1,6234-6237,"1 Mathematical formulation of the problem
Let x be the number of tables and y be the number of chairs that the dealer buys Obviously, x and y must be non-negative, i e ,
0"
1,6235-6238,"Obviously, x and y must be non-negative, i e ,
0 (1)
(Non-negative constraints)"
1,6236-6239,"e ,
0 (1)
(Non-negative constraints) (2)
0
yx
 
  
 
 
The dealer is constrained by the maximum amount he can invest (Here it is
Rs 50,000) and by the maximum number of items he can store (Here it is 60)"
1,6237-6240,",
0 (1)
(Non-negative constraints) (2)
0
yx
 
  
 
 
The dealer is constrained by the maximum amount he can invest (Here it is
Rs 50,000) and by the maximum number of items he can store (Here it is 60) Stated mathematically,
2500x + 500y ≤ 50000 (investment constraint)
or
5x + y ≤ 100"
1,6238-6241,"(1)
(Non-negative constraints) (2)
0
yx
 
  
 
 
The dealer is constrained by the maximum amount he can invest (Here it is
Rs 50,000) and by the maximum number of items he can store (Here it is 60) Stated mathematically,
2500x + 500y ≤ 50000 (investment constraint)
or
5x + y ≤ 100 (3)
and
x + y ≤ 60  (storage constraint)"
1,6239-6242,"(2)
0
yx
 
  
 
 
The dealer is constrained by the maximum amount he can invest (Here it is
Rs 50,000) and by the maximum number of items he can store (Here it is 60) Stated mathematically,
2500x + 500y ≤ 50000 (investment constraint)
or
5x + y ≤ 100 (3)
and
x + y ≤ 60  (storage constraint) (4)
© NCERT
not to be republished
506
MATHEMATICS
The dealer wants to invest in such a way so as to maximise his profit, say, Z which
stated as a function of x and y is given by
Z = 250x + 75y (called objective function)"
1,6240-6243,"Stated mathematically,
2500x + 500y ≤ 50000 (investment constraint)
or
5x + y ≤ 100 (3)
and
x + y ≤ 60  (storage constraint) (4)
© NCERT
not to be republished
506
MATHEMATICS
The dealer wants to invest in such a way so as to maximise his profit, say, Z which
stated as a function of x and y is given by
Z = 250x + 75y (called objective function) (5)
Mathematically, the given problems now reduces to:
Maximise Z = 250x + 75y
subject to the constraints:
5x + y ≤ 100
x + y ≤ 60
x ≥ 0,  y ≥ 0
So, we have to maximise the linear function Z subject to certain conditions determined
by a set of linear inequalities with variables as non-negative"
1,6241-6244,"(3)
and
x + y ≤ 60  (storage constraint) (4)
© NCERT
not to be republished
506
MATHEMATICS
The dealer wants to invest in such a way so as to maximise his profit, say, Z which
stated as a function of x and y is given by
Z = 250x + 75y (called objective function) (5)
Mathematically, the given problems now reduces to:
Maximise Z = 250x + 75y
subject to the constraints:
5x + y ≤ 100
x + y ≤ 60
x ≥ 0,  y ≥ 0
So, we have to maximise the linear function Z subject to certain conditions determined
by a set of linear inequalities with variables as non-negative There are also some other
problems where we have to minimise a linear function subject to certain conditions
determined by a set of linear inequalities with variables as non-negative"
1,6242-6245,"(4)
© NCERT
not to be republished
506
MATHEMATICS
The dealer wants to invest in such a way so as to maximise his profit, say, Z which
stated as a function of x and y is given by
Z = 250x + 75y (called objective function) (5)
Mathematically, the given problems now reduces to:
Maximise Z = 250x + 75y
subject to the constraints:
5x + y ≤ 100
x + y ≤ 60
x ≥ 0,  y ≥ 0
So, we have to maximise the linear function Z subject to certain conditions determined
by a set of linear inequalities with variables as non-negative There are also some other
problems where we have to minimise a linear function subject to certain conditions
determined by a set of linear inequalities with variables as non-negative Such problems
are called Linear Programming Problems"
1,6243-6246,"(5)
Mathematically, the given problems now reduces to:
Maximise Z = 250x + 75y
subject to the constraints:
5x + y ≤ 100
x + y ≤ 60
x ≥ 0,  y ≥ 0
So, we have to maximise the linear function Z subject to certain conditions determined
by a set of linear inequalities with variables as non-negative There are also some other
problems where we have to minimise a linear function subject to certain conditions
determined by a set of linear inequalities with variables as non-negative Such problems
are called Linear Programming Problems Thus, a Linear Programming Problem is one that is concerned with finding the
optimal value (maximum or minimum value) of  a linear function (called objective
function) of several variables (say x and y), subject to the conditions that the variables
are non-negative and satisfy a set of linear inequalities (called linear constraints)"
1,6244-6247,"There are also some other
problems where we have to minimise a linear function subject to certain conditions
determined by a set of linear inequalities with variables as non-negative Such problems
are called Linear Programming Problems Thus, a Linear Programming Problem is one that is concerned with finding the
optimal value (maximum or minimum value) of  a linear function (called objective
function) of several variables (say x and y), subject to the conditions that the variables
are non-negative and satisfy a set of linear inequalities (called linear constraints) The term linear implies that all the mathematical relations used in the problem are
linear relations while the term programming refers to the method of determining a
particular programme or plan of action"
1,6245-6248,"Such problems
are called Linear Programming Problems Thus, a Linear Programming Problem is one that is concerned with finding the
optimal value (maximum or minimum value) of  a linear function (called objective
function) of several variables (say x and y), subject to the conditions that the variables
are non-negative and satisfy a set of linear inequalities (called linear constraints) The term linear implies that all the mathematical relations used in the problem are
linear relations while the term programming refers to the method of determining a
particular programme or plan of action Before we proceed further, we now formally define some terms (which have been
used above) which we shall be using in the linear programming problems:
Objective function Linear function Z = ax + by, where a, b are constants, which has
to be maximised or minimized is called a linear objective function"
1,6246-6249,"Thus, a Linear Programming Problem is one that is concerned with finding the
optimal value (maximum or minimum value) of  a linear function (called objective
function) of several variables (say x and y), subject to the conditions that the variables
are non-negative and satisfy a set of linear inequalities (called linear constraints) The term linear implies that all the mathematical relations used in the problem are
linear relations while the term programming refers to the method of determining a
particular programme or plan of action Before we proceed further, we now formally define some terms (which have been
used above) which we shall be using in the linear programming problems:
Objective function Linear function Z = ax + by, where a, b are constants, which has
to be maximised or minimized is called a linear objective function In the above example, Z = 250x + 75y is a linear objective function"
1,6247-6250,"The term linear implies that all the mathematical relations used in the problem are
linear relations while the term programming refers to the method of determining a
particular programme or plan of action Before we proceed further, we now formally define some terms (which have been
used above) which we shall be using in the linear programming problems:
Objective function Linear function Z = ax + by, where a, b are constants, which has
to be maximised or minimized is called a linear objective function In the above example, Z = 250x + 75y is a linear objective function Variables x and
y are called decision variables"
1,6248-6251,"Before we proceed further, we now formally define some terms (which have been
used above) which we shall be using in the linear programming problems:
Objective function Linear function Z = ax + by, where a, b are constants, which has
to be maximised or minimized is called a linear objective function In the above example, Z = 250x + 75y is a linear objective function Variables x and
y are called decision variables Constraints The linear inequalities or equations or restrictions on the variables of a
linear programming problem are called constraints"
1,6249-6252,"In the above example, Z = 250x + 75y is a linear objective function Variables x and
y are called decision variables Constraints The linear inequalities or equations or restrictions on the variables of a
linear programming problem are called constraints The conditions x ≥ 0, y ≥ 0 are
called non-negative restrictions"
1,6250-6253,"Variables x and
y are called decision variables Constraints The linear inequalities or equations or restrictions on the variables of a
linear programming problem are called constraints The conditions x ≥ 0, y ≥ 0 are
called non-negative restrictions In the above example, the set of inequalities (1) to (4)
are constraints"
1,6251-6254,"Constraints The linear inequalities or equations or restrictions on the variables of a
linear programming problem are called constraints The conditions x ≥ 0, y ≥ 0 are
called non-negative restrictions In the above example, the set of inequalities (1) to (4)
are constraints Optimisation problem A problem which seeks to maximise or minimise a linear
function (say of two variables x and y) subject to certain constraints as determined by
a set of linear inequalities is called an optimisation problem"
1,6252-6255,"The conditions x ≥ 0, y ≥ 0 are
called non-negative restrictions In the above example, the set of inequalities (1) to (4)
are constraints Optimisation problem A problem which seeks to maximise or minimise a linear
function (say of two variables x and y) subject to certain constraints as determined by
a set of linear inequalities is called an optimisation problem Linear programming
problems are special type of optimisation problems"
1,6253-6256,"In the above example, the set of inequalities (1) to (4)
are constraints Optimisation problem A problem which seeks to maximise or minimise a linear
function (say of two variables x and y) subject to certain constraints as determined by
a set of linear inequalities is called an optimisation problem Linear programming
problems are special type of optimisation problems The above problem of investing a
© NCERT
not to be republished
LINEAR PROGRAMMING         507
given sum by the dealer in purchasing chairs and tables is an example of an optimisation
problem as well as of a linear programming problem"
1,6254-6257,"Optimisation problem A problem which seeks to maximise or minimise a linear
function (say of two variables x and y) subject to certain constraints as determined by
a set of linear inequalities is called an optimisation problem Linear programming
problems are special type of optimisation problems The above problem of investing a
© NCERT
not to be republished
LINEAR PROGRAMMING         507
given sum by the dealer in purchasing chairs and tables is an example of an optimisation
problem as well as of a linear programming problem We will now discuss how to find solutions to a linear programming problem"
1,6255-6258,"Linear programming
problems are special type of optimisation problems The above problem of investing a
© NCERT
not to be republished
LINEAR PROGRAMMING         507
given sum by the dealer in purchasing chairs and tables is an example of an optimisation
problem as well as of a linear programming problem We will now discuss how to find solutions to a linear programming problem In this
chapter, we will be concerned only with the graphical method"
1,6256-6259,"The above problem of investing a
© NCERT
not to be republished
LINEAR PROGRAMMING         507
given sum by the dealer in purchasing chairs and tables is an example of an optimisation
problem as well as of a linear programming problem We will now discuss how to find solutions to a linear programming problem In this
chapter, we will be concerned only with the graphical method 12"
1,6257-6260,"We will now discuss how to find solutions to a linear programming problem In this
chapter, we will be concerned only with the graphical method 12 2"
1,6258-6261,"In this
chapter, we will be concerned only with the graphical method 12 2 2 Graphical method of solving linear programming problems
In Class XI, we have learnt how to graph a system of linear inequalities involving two
variables x and y and to find its solutions graphically"
1,6259-6262,"12 2 2 Graphical method of solving linear programming problems
In Class XI, we have learnt how to graph a system of linear inequalities involving two
variables x and y and to find its solutions graphically Let us refer to the problem of
investment in tables and chairs discussed in Section 12"
1,6260-6263,"2 2 Graphical method of solving linear programming problems
In Class XI, we have learnt how to graph a system of linear inequalities involving two
variables x and y and to find its solutions graphically Let us refer to the problem of
investment in tables and chairs discussed in Section 12 2"
1,6261-6264,"2 Graphical method of solving linear programming problems
In Class XI, we have learnt how to graph a system of linear inequalities involving two
variables x and y and to find its solutions graphically Let us refer to the problem of
investment in tables and chairs discussed in Section 12 2 We will now solve this problem
graphically"
1,6262-6265,"Let us refer to the problem of
investment in tables and chairs discussed in Section 12 2 We will now solve this problem
graphically Let us graph the constraints stated as linear inequalities:
5x + y ≤ 100"
1,6263-6266,"2 We will now solve this problem
graphically Let us graph the constraints stated as linear inequalities:
5x + y ≤ 100 (1)
x + y ≤ 60"
1,6264-6267,"We will now solve this problem
graphically Let us graph the constraints stated as linear inequalities:
5x + y ≤ 100 (1)
x + y ≤ 60 (2)
x ≥ 0"
1,6265-6268,"Let us graph the constraints stated as linear inequalities:
5x + y ≤ 100 (1)
x + y ≤ 60 (2)
x ≥ 0 (3)
y ≥ 0"
1,6266-6269,"(1)
x + y ≤ 60 (2)
x ≥ 0 (3)
y ≥ 0 (4)
The graph of this system (shaded region) consists of the points common to all half
planes determined by the inequalities (1) to (4) (Fig 12"
1,6267-6270,"(2)
x ≥ 0 (3)
y ≥ 0 (4)
The graph of this system (shaded region) consists of the points common to all half
planes determined by the inequalities (1) to (4) (Fig 12 1)"
1,6268-6271,"(3)
y ≥ 0 (4)
The graph of this system (shaded region) consists of the points common to all half
planes determined by the inequalities (1) to (4) (Fig 12 1) Each point in this region
represents a feasible choice open to the dealer for investing in tables and chairs"
1,6269-6272,"(4)
The graph of this system (shaded region) consists of the points common to all half
planes determined by the inequalities (1) to (4) (Fig 12 1) Each point in this region
represents a feasible choice open to the dealer for investing in tables and chairs The
region, therefore, is called the feasible region for the problem"
1,6270-6273,"1) Each point in this region
represents a feasible choice open to the dealer for investing in tables and chairs The
region, therefore, is called the feasible region for the problem Every point of this
region is called a feasible solution to the problem"
1,6271-6274,"Each point in this region
represents a feasible choice open to the dealer for investing in tables and chairs The
region, therefore, is called the feasible region for the problem Every point of this
region is called a feasible solution to the problem Thus, we have,
Feasible region The common region determined by all the constraints including
non-negative constraints x, y ≥ 0 of a linear programming problem is called the feasible
region (or solution region) for the problem"
1,6272-6275,"The
region, therefore, is called the feasible region for the problem Every point of this
region is called a feasible solution to the problem Thus, we have,
Feasible region The common region determined by all the constraints including
non-negative constraints x, y ≥ 0 of a linear programming problem is called the feasible
region (or solution region) for the problem In Fig 12"
1,6273-6276,"Every point of this
region is called a feasible solution to the problem Thus, we have,
Feasible region The common region determined by all the constraints including
non-negative constraints x, y ≥ 0 of a linear programming problem is called the feasible
region (or solution region) for the problem In Fig 12 1, the region OABC (shaded) is
the feasible region for the problem"
